# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.8800000e+02	2.5149039e+19	1.0000000e+00
1.0000000e+04	2.8800000e+02	2.4715866e+19	9.8277574e-01
2.0000000e+04	2.8800000e+02	2.4290153e+19	9.6584815e-01
3.0000000e+04	2.8800000e+02	2.3871773e+19	9.4921212e-01
4.0000000e+04	2.8800000e+02	2.3460599e+19	9.3286264e-01
5.0000000e+04	2.8800000e+02	2.3056508e+19	9.1679477e-01
6.0000000e+04	2.8800000e+02	2.2659376e+19	9.0100365e-01
7.0000000e+04	2.8800000e+02	2.2269085e+19	8.8548453e-01
8.0000000e+04	2.8800000e+02	2.1885516e+19	8.7023271e-01
9.0000000e+04	2.8800000e+02	2.1508555e+19	8.5524359e-01
1.0000000e+05	2.8800000e+02	2.1138085e+19	8.4051265e-01
1.1000000e+05	2.8800000e+02	2.0773998e+19	8.2603543e-01
1.2000000e+05	2.8800000e+02	2.0416181e+19	8.1180758e-01
1.3000000e+05	2.8800000e+02	2.0064527e+19	7.9782479e-01
1.4000000e+05	2.8800000e+02	1.9718930e+19	7.8408285e-01
1.5000000e+05	2.8800000e+02	1.9379286e+19	7.7057759e-01
1.6000000e+05	2.8800000e+02	1.9045492e+19	7.5730496e-01
1.7000000e+05	2.8800000e+02	1.8717448e+19	7.4426094e-01
1.8000000e+05	2.8800000e+02	1.8395053e+19	7.3144159e-01
1.9000000e+05	2.8800000e+02	1.8078212e+19	7.1884305e-01
2.0000000e+05	2.8800000e+02	1.7766828e+19	7.0646151e-01
2.1000000e+05	2.8800000e+02	1.7460808e+19	6.9429323e-01
2.2000000e+05	2.8800000e+02	1.7160058e+19	6.8233454e-01
2.3000000e+05	2.8800000e+02	1.6864489e+19	6.7058183e-01
2.4000000e+05	2.8800000e+02	1.6574010e+19	6.5903155e-01
2.5000000e+05	2.8800000e+02	1.6288535e+19	6.4768021e-01
2.6000000e+05	2.8800000e+02	1.6007977e+19	6.3652440e-01
2.7000000e+05	2.8800000e+02	1.5732251e+19	6.2556073e-01
2.8000000e+05	2.8800000e+02	1.5461275e+19	6.1478591e-01
2.9000000e+05	2.8800000e+02	1.5194966e+19	6.0419667e-01
3.0000000e+05	2.8800000e+02	1.4933244e+19	5.9378983e-01
3.1000000e+05	2.8800000e+02	1.4676030e+19	5.8356224e-01
3.2000000e+05	2.8800000e+02	1.4423246e+19	5.7351081e-01
3.3000000e+05	2.8800000e+02	1.4174816e+19	5.6363250e-01
3.4000000e+05	2.8800000e+02	1.3930665e+19	5.5392435e-01
3.5000000e+05	2.8800000e+02	1.3690720e+19	5.4438341e-01
3.6000000e+05	2.8800000e+02	1.3454907e+19	5.3500680e-01
3.7000000e+05	2.8800000e+02	1.3223156e+19	5.2579171e-01
3.8000000e+05	2.8800000e+02	1.2995397e+19	5.1673533e-01
3.9000000e+05	2.8800000e+02	1.2771561e+19	5.0783494e-01
4.0000000e+05	2.8800000e+02	1.2551580e+19	4.9908786e-01
4.1000000e+05	2.8800000e+02	1.2335388e+19	4.9049144e-01
4.2000000e+05	2.8800000e+02	1.2122920e+19	4.8204308e-01
4.3000000e+05	2.8800000e+02	1.1914112e+19	4.7374025e-01
4.4000000e+05	2.8800000e+02	1.1708900e+19	4.6558042e-01
4.5000000e+05	2.8800000e+02	1.1507223e+19	4.5756114e-01
4.6000000e+05	2.8800000e+02	1.1309020e+19	4.4967998e-01
4.7000000e+05	2.8800000e+02	1.1114230e+19	4.4193458e-01
4.8000000e+05	2.8800000e+02	1.0922796e+19	4.3432258e-01
4.9000000e+05	2.8800000e+02	1.0734658e+19	4.2684169e-01
5.0000000e+05	2.8800000e+02	1.0549762e+19	4.1948966e-01
5.1000000e+05	2.8800000e+02	1.0368050e+19	4.1226426e-01
5.2000000e+05	2.8800000e+02	1.0189468e+19	4.0516331e-01
5.3000000e+05	2.8800000e+02	1.0013962e+19	3.9818467e-01
5.4000000e+05	2.8800000e+02	9.8414787e+18	3.9132623e-01
5.5000000e+05	2.8800000e+02	9.6719665e+18	3.8458592e-01
5.6000000e+05	2.8800000e+02	9.5053740e+18	3.7796171e-01
5.7000000e+05	2.8800000e+02	9.3416509e+18	3.7145160e-01
5.8000000e+05	2.8800000e+02	9.1807478e+18	3.6505362e-01
5.9000000e+05	2.8800000e+02	9.0226162e+18	3.5876584e-01
6.0000000e+05	2.8800000e+02	8.8672082e+18	3.5258636e-01
6.1000000e+05	2.8800000e+02	8.7144771e+18	3.4651332e-01
6.2000000e+05	2.8800000e+02	8.5643766e+18	3.4054488e-01
6.3000000e+05	2.8800000e+02	8.4168615e+18	3.3467925e-01
6.4000000e+05	2.8800000e+02	8.2718873e+18	3.2891464e-01
6.5000000e+05	2.8800000e+02	8.1294101e+18	3.2324933e-01
6.6000000e+05	2.8800000e+02	7.9893870e+18	3.1768160e-01
